id,customer_id,product_id,sale_amount,sale_date
44431,3717,875,300.68,2023-11-30
44432,7364,217,547.82,2023-04-12
44433,4802,235,155.32,2023-12-01
44434,5415,647,459.82,2023-09-17
44435,4117,322,993.59,2023-12-27
44436,4236,41,293.48,2023-10-13
44437,7270,364,826.02,2023-03-13
44438,5947,795,307.10,2023-06-12
44439,10578,700,824.10,2023-09-21
44440,9861,775,566.60,2023-05-28
44441,3579,371,247.43,2023-09-21
44442,9968,589,195.17,2023-08-10
44443,6301,30,709.51,2023-07-28
44444,8830,7,524.15,2023-12-21
44445,5245,844,989.89,2023-10-19
44446,3198,31,906.64,2023-05-07
44447,4482,125,342.25,2023-06-28
44448,7305,753,500.81,2023-03-06
44449,4903,56,184.96,2023-04-25
44450,7706,728,89.89,2023-10-19
44451,7431,318,545.88,2023-06-06
44452,8457,90,216.22,2023-03-15
44453,1713,365,910.02,2023-02-23
44454,9826,649,702.41,2023-11-28
44455,7060,77,994.35,2023-06-18
44456,9457,450,225.37,2023-01-12
44457,9296,423,644.54,2023-09-27
44458,8336,344,66.20,2023-01-19
44459,10402,167,865.08,2023-10-08
44460,8187,518,805.21,2023-07-29
44461,6793,641,298.09,2023-06-01
44462,9202,168,748.10,2023-07-21
44463,5412,460,186.65,2023-10-16
44464,4794,141,611.23,2023-11-15
44465,4276,347,943.89,2023-10-11
44466,5902,106,19.69,2023-10-24
44467,10075,744,460.16,2023-05-14
44468,5710,700,536.20,2023-07-04
44469,6906,982,348.77,2023-02-20
44470,2216,567,718.65,2023-04-12
44471,4445,410,899.30,2023-05-09
44472,6800,324,978.52,2023-12-28
44473,1146,485,801.69,2023-09-18
44474,4654,502,614.41,2023-09-04
44475,7999,943,621.47,2023-11-20
44476,4285,255,394.72,2023-06-07
44477,6834,502,765.75,2023-02-24
44478,4985,796,418.61,2023-05-08
44479,7029,556,441.11,2023-04-17
44480,3014,257,351.88,2023-05-07
44481,8389,129,230.44,2023-03-27
44482,2036,981,72.79,2023-09-29
44483,9857,397,14.48,2023-06-21
44484,6739,236,796.36,2023-09-11
44485,8190,98,690.78,2023-11-05
44486,3546,536,862.97,2023-07-28
44487,5188,252,655.46,2023-04-05
44488,1406,223,372.59,2023-07-14
44489,2868,596,782.36,2023-10-10
44490,3956,301,833.99,2023-08-29
44491,6668,683,88.27,2023-08-02
44492,7725,945,411.89,2023-03-05
44493,1080,687,570.21,2023-07-25
44494,6209,940,78.76,2023-04-29
44495,4174,843,7.31,2023-11-02
44496,2706,163,895.51,2023-12-20
44497,3028,702,763.45,2023-06-03
44498,10691,33,985.85,2023-10-01
44499,9605,551,600.08,2023-03-11
44500,3534,50,678.44,2023-03-07
44501,9586,718,311.53,2023-12-15
44502,2711,467,163.53,2023-08-23
44503,9065,999,942.90,2023-05-18
44504,10871,438,738.71,2023-08-31
44505,4828,343,620.58,2023-05-09
44506,3187,476,78.62,2023-01-27
44507,6393,40,870.49,2023-01-21
44508,3419,664,996.35,2023-12-28
44509,3266,571,939.24,2023-10-21
44510,8535,238,522.90,2023-11-17
44511,8010,831,631.60,2023-09-02
44512,5980,582,364.76,2023-10-30
44513,6232,389,806.24,2023-07-06
44514,9745,282,734.89,2023-05-12
44515,4302,851,37.53,2023-04-20
44516,1901,378,620.72,2023-07-30
44517,5945,761,323.00,2023-04-19
44518,1344,182,261.19,2023-08-05
44519,7545,523,6.19,2023-10-05
44520,9513,374,938.46,2023-04-22
44521,2774,170,290.94,2023-01-23
44522,8496,127,710.57,2023-03-19
44523,8946,983,543.34,2023-11-05
44524,2708,456,813.23,2023-09-04
44525,4382,254,559.38,2023-07-23
44526,4017,171,154.02,2023-10-19
44527,1847,860,553.64,2023-03-13
44528,1402,821,10.48,2023-10-20
44529,4177,849,689.68,2023-11-27
44530,5637,475,697.33,2023-05-12
44531,4472,953,122.76,2023-09-19
44532,2466,340,376.25,2023-02-10
44533,8386,715,359.78,2023-05-20
44534,8612,131,785.98,2023-05-11
44535,9328,941,28.28,2023-01-14
44536,1478,64,470.56,2023-04-13
44537,5329,831,948.60,2023-02-26
44538,6395,689,261.22,2023-08-08
44539,4699,453,806.81,2023-02-14
44540,9303,970,220.13,2023-11-07
44541,10225,979,456.78,2023-02-16
44542,5534,978,117.11,2023-01-19
44543,10418,752,600.34,2023-08-08
44544,3767,590,106.72,2023-02-03
44545,4144,746,790.82,2023-11-02
44546,10488,539,203.09,2023-03-10
44547,8132,352,979.46,2023-02-26
44548,3958,671,473.18,2023-05-18
44549,3958,493,30.46,2023-06-26
44550,8632,181,332.87,2023-12-01
44551,1866,394,946.21,2023-12-02
44552,1055,98,160.62,2023-09-18
44553,4043,707,127.84,2023-05-31
44554,5386,687,28.37,2023-05-24
44555,7348,233,937.33,2023-02-14
44556,1649,857,693.53,2023-09-07
44557,1006,367,150.20,2023-04-22
44558,1718,492,460.90,2023-11-04
44559,9546,187,635.07,2023-01-11
44560,9734,903,677.36,2023-12-17
44561,6671,858,234.90,2023-01-12
44562,3840,431,643.80,2023-10-29
44563,10752,643,578.13,2023-03-15
44564,8898,991,264.88,2023-06-25
44565,1111,244,765.46,2023-12-18
44566,5739,67,283.88,2023-04-07
44567,9831,693,996.95,2023-03-07
44568,2810,733,78.77,2023-04-07
44569,5049,412,764.48,2023-12-16
44570,5103,403,2.10,2023-06-21
44571,5701,146,646.19,2023-03-23
44572,8475,317,426.29,2023-10-17
44573,3127,983,761.96,2023-09-27
44574,4501,964,274.46,2023-11-15
44575,8482,841,107.24,2023-09-20
44576,8324,583,158.53,2023-10-22
44577,5241,527,599.86,2023-03-07
44578,1170,491,910.81,2023-10-30
44579,5304,257,122.06,2023-09-10
44580,4271,674,430.67,2023-04-29
44581,1477,379,265.82,2023-03-17
44582,7184,800,250.10,2023-03-19
44583,6258,531,160.65,2023-12-05
44584,8554,84,166.19,2023-10-19
44585,3416,573,644.25,2023-12-17
44586,3613,312,847.36,2023-05-03
44587,3045,531,526.36,2023-11-03
44588,6758,639,584.80,2023-11-01
44589,5521,465,872.34,2023-07-16
44590,2892,249,356.34,2023-08-28
44591,8907,185,466.11,2023-08-14
44592,7261,897,923.93,2023-03-17
44593,1838,940,733.66,2023-11-17
44594,3352,820,130.31,2023-12-30
44595,2498,976,270.35,2023-06-17
44596,4366,572,975.10,2023-03-13
44597,9189,104,543.70,2023-12-03
44598,4543,305,351.42,2023-05-17
44599,1748,839,205.90,2023-10-20
44600,7438,805,366.47,2023-11-23
44601,9390,438,389.73,2023-02-24
44602,4440,661,928.58,2023-04-05
44603,6099,732,992.43,2023-06-19
44604,10430,927,241.41,2023-07-06
44605,10142,513,706.53,2023-02-04
44606,6146,61,441.21,2023-09-10
44607,1792,96,232.89,2023-01-23
44608,8809,425,378.59,2023-12-25
44609,4950,562,802.05,2023-01-11
44610,9070,784,22.40,2023-01-02
44611,7779,897,650.73,2023-11-03
44612,10350,680,210.13,2023-06-29
44613,10980,282,690.92,2023-01-31
44614,5920,776,625.21,2023-11-13
44615,10507,445,881.04,2023-04-21
44616,9195,77,517.64,2023-12-09
44617,7275,227,865.85,2023-11-14
44618,7930,745,99.97,2023-04-24
44619,10064,484,577.93,2023-07-16
44620,4174,280,817.35,2023-03-04
44621,1295,254,989.13,2023-05-10
44622,1342,873,330.44,2023-01-25
44623,1506,141,521.30,2023-02-07
44624,8712,927,756.24,2023-11-03
44625,5580,635,907.86,2023-08-29
44626,10205,629,669.62,2023-07-28
44627,8940,999,431.22,2023-07-25
44628,1514,857,760.31,2023-03-14
44629,2492,18,889.32,2023-08-26
44630,9114,550,609.76,2023-04-11
44631,2219,615,428.44,2023-10-12
44632,2055,658,354.79,2023-02-24
44633,2736,546,913.54,2023-08-02
44634,1315,150,389.38,2023-06-05
44635,6101,387,548.25,2023-06-23
44636,8592,621,252.06,2023-08-01
44637,2886,435,436.76,2023-10-23
44638,6227,76,605.19,2023-03-29
44639,2190,20,808.29,2023-04-27
44640,9067,280,355.37,2023-06-27
44641,10471,897,200.48,2023-06-02
44642,9000,809,134.03,2023-06-06
44643,8309,465,307.71,2023-09-22
44644,3880,93,858.97,2023-06-20
44645,5996,848,369.61,2023-02-18
44646,2721,122,518.96,2023-11-10
44647,9161,85,614.22,2023-06-14
44648,4000,915,237.05,2023-07-05
44649,1844,742,188.46,2023-04-18
44650,9138,976,418.85,2023-12-11
44651,3140,547,415.73,2023-05-12
44652,5815,425,466.94,2023-12-02
44653,10476,935,420.98,2023-05-07
44654,4587,317,118.57,2023-08-18
44655,4701,574,269.87,2023-07-27
44656,6854,678,504.34,2023-11-17
44657,2398,971,493.83,2023-05-05
44658,5280,351,923.93,2023-04-04
44659,8809,292,106.03,2023-09-06
44660,5531,138,82.82,2023-02-04
44661,8739,494,126.54,2023-07-20
44662,3944,798,205.30,2023-10-05
44663,7764,901,280.04,2023-01-06
44664,1913,430,978.91,2023-09-05
44665,4643,50,547.22,2023-02-06
44666,6872,125,291.55,2023-07-06
44667,9326,798,390.08,2023-02-02
44668,3459,823,993.07,2023-12-23
44669,1626,908,312.85,2023-08-06
44670,7889,280,416.39,2023-06-06
44671,2858,612,111.44,2023-12-10
44672,8490,950,682.36,2023-03-25
44673,6234,130,733.01,2023-03-25
44674,2393,519,492.64,2023-04-30
44675,10575,990,366.09,2023-12-06
44676,2760,790,851.25,2023-08-18
44677,10851,894,767.61,2023-12-25
44678,4600,614,400.67,2023-07-09
44679,1628,614,783.42,2023-02-21
44680,3077,283,213.65,2023-09-14
44681,2119,175,940.85,2023-02-12
44682,9259,830,775.54,2023-04-06
44683,1980,430,676.49,2023-08-28
44684,9013,416,621.75,2023-11-14
44685,10872,883,222.87,2023-05-06
44686,1292,254,236.44,2023-04-27
44687,4148,192,182.46,2023-12-01
44688,7311,269,844.43,2023-04-25
44689,4853,594,604.23,2023-11-29
44690,9953,590,537.94,2023-06-17
44691,2631,513,4.06,2023-04-05
44692,7037,740,204.23,2023-10-31
44693,9288,361,353.94,2023-01-15
44694,3258,347,311.46,2023-11-27
44695,1017,917,605.02,2023-03-31
44696,4807,475,135.65,2023-06-03
44697,8758,869,256.20,2023-10-18
44698,7569,329,355.48,2023-10-01
44699,5946,972,134.64,2023-01-03
44700,4059,115,688.85,2023-04-04
44701,2571,347,143.31,2023-08-12
44702,9426,509,141.55,2023-11-11
44703,2798,699,813.29,2023-10-07
44704,9164,616,442.31,2023-03-18
44705,7894,476,875.27,2023-09-10
44706,4641,911,919.87,2023-02-06
44707,5336,295,387.11,2023-04-29
44708,7554,753,307.61,2023-01-24
44709,10767,848,887.16,2023-09-18
44710,2798,494,813.16,2023-05-17
44711,6058,961,653.07,2023-05-22
44712,4748,175,384.87,2023-07-08
44713,5982,379,413.17,2023-05-08
44714,10476,824,901.20,2023-12-24
44715,2429,490,403.95,2023-10-11
44716,4037,246,117.18,2023-07-08
44717,7344,690,943.84,2023-06-12
44718,3587,292,665.21,2023-03-09
44719,8243,824,88.12,2023-11-18
44720,10636,967,515.53,2023-10-09
44721,2856,635,886.45,2023-11-02
44722,2816,350,505.65,2023-10-09
44723,7564,137,54.54,2023-09-26
44724,8715,685,362.27,2023-07-17
44725,1908,483,762.81,2023-06-13
44726,4211,760,710.82,2023-11-06
44727,4129,195,463.01,2023-10-12
44728,9214,558,907.67,2023-12-09
44729,6716,624,795.40,2023-05-13
44730,3344,471,462.12,2023-04-12
44731,1181,909,557.12,2023-07-09
44732,8641,148,765.58,2023-01-13
44733,9496,249,990.17,2023-07-10
44734,3395,58,316.53,2023-11-21
44735,9335,341,320.39,2023-01-31
44736,8126,344,357.37,2023-04-05
44737,2079,122,165.62,2023-09-25
44738,5223,205,323.79,2023-09-20
44739,5694,819,533.51,2023-06-27
44740,6740,6,244.25,2023-08-21
44741,2819,866,546.51,2023-01-14
44742,10610,281,293.70,2023-12-23
44743,4853,212,70.82,2023-11-01
44744,9504,680,807.57,2023-03-02
44745,3725,744,414.84,2023-07-22
44746,8554,794,553.27,2023-12-01
44747,7668,29,654.58,2023-05-16
44748,7486,47,551.77,2023-01-20
44749,8134,78,435.29,2023-10-21
44750,4734,181,292.91,2023-05-29
44751,4370,450,473.06,2023-07-13
44752,3809,366,203.61,2023-03-18
44753,4531,247,137.86,2023-03-03
44754,7312,511,420.58,2023-08-21
44755,8500,25,639.79,2023-01-03
44756,7097,84,576.45,2023-05-24
44757,5874,565,346.31,2023-12-05
44758,1585,169,37.03,2023-03-08
44759,5392,723,937.85,2023-08-23
44760,1670,136,77.01,2023-01-20
44761,8435,154,597.72,2023-11-03
44762,3839,470,515.93,2023-07-19
44763,6069,511,325.31,2023-03-01
44764,1394,155,656.82,2023-09-16
44765,8667,621,138.56,2023-08-01
44766,9243,215,143.93,2023-03-17
44767,9823,69,471.80,2023-05-11
44768,8693,866,424.87,2023-01-19
44769,7365,375,422.79,2023-08-15
44770,9989,542,511.38,2023-02-09
44771,4149,22,558.72,2023-09-19
44772,6406,465,774.04,2023-02-25
44773,1222,812,217.29,2023-02-04
44774,6407,498,167.21,2023-08-21
44775,4982,979,336.17,2023-11-05
44776,5554,903,730.62,2023-11-25
44777,2924,780,658.46,2023-09-16
44778,6331,525,514.61,2023-01-25
44779,3645,718,984.18,2023-04-15
44780,4684,122,213.78,2023-10-20
44781,1563,590,356.93,2023-08-27
44782,9146,673,926.77,2023-02-06
44783,4616,586,199.45,2023-12-22
44784,6829,413,801.15,2023-05-20
44785,10398,512,186.33,2023-06-06
44786,4903,812,178.17,2023-12-02
44787,5974,986,250.24,2023-08-20
44788,10849,850,981.73,2023-07-16
44789,3457,224,464.98,2023-02-21
44790,5847,697,832.58,2023-12-15
44791,1609,507,123.37,2023-10-23
44792,9423,256,256.86,2023-11-22
44793,7710,817,902.02,2023-02-11
44794,7782,971,297.81,2023-08-09
44795,4866,61,472.69,2023-05-16
44796,6299,504,737.69,2023-03-28
44797,10833,420,898.66,2023-01-25
44798,3756,558,16.38,2023-06-09
44799,10090,462,681.46,2023-09-03
44800,9735,478,565.24,2023-05-02
44801,5991,803,691.38,2023-03-20
44802,10755,756,778.31,2023-08-28
44803,7199,177,483.86,2023-07-02
44804,10779,388,134.64,2023-11-27
44805,5555,385,152.98,2023-06-04
44806,4227,883,673.73,2023-07-27
44807,9265,86,499.24,2023-08-10
44808,2102,354,238.80,2023-07-11
44809,1399,570,501.94,2023-11-30
44810,9402,597,720.02,2023-01-06
44811,1669,5,180.36,2023-10-06
44812,3055,130,995.02,2023-04-24
44813,2279,73,858.86,2023-09-27
44814,4688,211,744.22,2023-09-08
44815,1119,475,61.41,2023-09-19
44816,4238,56,909.92,2023-08-10
44817,1047,985,779.69,2023-01-26
44818,1354,274,86.19,2023-04-25
44819,3198,315,320.28,2023-02-01
44820,8353,260,521.33,2023-12-25
44821,8384,731,732.92,2023-02-21
44822,5136,224,267.77,2023-07-01
44823,4779,672,79.52,2023-01-12
44824,4813,530,973.99,2023-12-08
44825,3754,320,422.21,2023-01-03
44826,2784,499,77.22,2023-07-23
44827,9952,624,748.07,2023-08-13
44828,8799,158,438.93,2023-01-19
44829,1157,675,893.56,2023-04-17
44830,5763,408,186.36,2023-01-11
44831,5509,851,440.42,2023-04-14
44832,8898,397,987.19,2023-08-24
44833,4848,405,886.04,2023-11-28
44834,8880,483,982.09,2023-10-07
44835,2878,967,685.16,2023-11-24
44836,10668,367,33.27,2023-09-08
44837,7011,181,26.28,2023-03-30
44838,7170,806,771.83,2023-03-29
44839,7081,275,202.77,2023-08-30
44840,8333,991,954.62,2023-09-17
44841,9951,331,174.42,2023-07-15
44842,6459,630,226.35,2023-09-19
44843,7614,744,59.18,2023-04-12
44844,5090,993,804.36,2023-04-28
44845,8321,933,495.70,2023-05-06
44846,7984,352,892.03,2023-06-03
44847,6930,814,486.45,2023-08-09
44848,4419,188,770.92,2023-07-22
44849,8185,758,314.22,2023-02-19
44850,5966,587,409.24,2023-07-31
44851,9179,102,999.50,2023-02-20
44852,9283,805,489.65,2023-02-05
44853,2283,581,895.76,2023-12-10
44854,1030,337,233.14,2023-06-30
44855,4670,196,784.05,2023-03-17
44856,4967,499,45.52,2023-08-18
44857,1161,365,735.36,2023-09-26
44858,10712,444,39.49,2023-01-17
44859,4514,384,395.46,2023-07-30
44860,1614,827,760.64,2023-01-11
44861,2023,376,915.54,2023-07-24
44862,2882,642,447.02,2023-06-05
44863,9538,51,702.48,2023-02-11
44864,6377,634,650.87,2023-10-15
44865,4101,428,959.22,2023-06-05
44866,8244,339,279.89,2023-03-05
44867,1681,858,625.99,2023-04-27
44868,8960,256,619.81,2023-10-30
44869,2902,608,720.87,2023-12-12
44870,6203,974,989.65,2023-03-28
44871,6030,578,329.76,2023-03-25
44872,1272,741,189.06,2023-02-27
44873,2498,30,392.36,2023-01-20
44874,4716,14,121.11,2023-10-14
44875,3604,569,893.23,2023-06-28
44876,3291,75,129.11,2023-11-09
44877,2416,338,468.29,2023-03-21
44878,7855,289,163.41,2023-12-19
44879,3684,954,845.23,2023-06-20
44880,2708,525,624.14,2023-06-30
44881,3285,891,58.72,2023-09-20
44882,10441,210,66.19,2023-04-11
44883,2784,287,409.43,2023-03-02
44884,8918,527,943.66,2023-09-25
44885,6972,619,633.67,2023-09-04
44886,2584,397,75.97,2023-10-13
44887,3390,829,542.06,2023-10-06
44888,3450,363,209.64,2023-01-16
44889,9751,491,202.76,2023-04-21
44890,2947,500,445.10,2023-08-20
44891,8824,862,75.20,2023-12-10
44892,10711,417,645.81,2023-04-08
44893,10169,234,959.86,2023-10-18
44894,1587,709,633.99,2023-11-25
44895,3869,174,56.17,2023-11-15
44896,3160,557,157.49,2023-08-22
44897,10490,911,747.62,2023-10-20
44898,5932,609,206.74,2023-03-28
44899,6603,953,458.04,2023-04-17
44900,9649,35,57.37,2023-02-25
44901,1239,228,82.43,2023-05-07
44902,2604,935,13.38,2023-12-09
44903,3945,218,765.99,2023-03-31
44904,2922,870,725.74,2023-09-23
44905,6438,719,45.62,2023-06-18
44906,8441,934,990.10,2023-04-03
44907,7461,61,179.67,2023-08-17
44908,1076,780,554.60,2023-10-16
44909,10037,279,369.01,2023-07-04
44910,7981,716,599.34,2023-01-28
44911,8167,848,564.45,2023-11-28
44912,8496,858,603.15,2023-10-06
44913,10223,335,767.04,2023-10-09
44914,8421,247,42.80,2023-11-02
44915,5250,346,46.39,2023-11-27
44916,4824,400,707.64,2023-07-14
44917,7582,692,715.15,2023-04-30
44918,7085,520,801.45,2023-09-15
44919,8977,314,97.25,2023-08-27
44920,9972,942,597.58,2023-01-16
44921,1728,75,766.31,2023-10-14
44922,6096,800,73.84,2023-01-03
44923,1101,411,55.74,2023-06-22
44924,1795,888,897.87,2023-12-17
44925,9103,777,489.21,2023-04-28
44926,10014,101,717.98,2023-11-23
44927,8105,901,577.53,2023-02-07
44928,7320,716,343.01,2023-11-03
44929,3829,906,442.64,2023-01-09
44930,6041,65,314.31,2023-05-16
44931,4607,273,598.31,2023-12-26
44932,4069,749,86.44,2023-07-12
44933,8592,192,288.98,2023-04-11
44934,6643,857,3.76,2023-04-07
44935,4510,84,213.74,2023-05-02
44936,10548,46,838.77,2023-11-08
44937,1807,929,591.50,2023-05-16
44938,6489,293,698.32,2023-12-26
44939,1441,349,873.62,2023-09-12
44940,2769,697,526.24,2023-02-02
44941,2995,730,613.23,2023-10-06
44942,7608,110,595.63,2023-03-27
44943,1453,612,969.63,2023-08-22
44944,10123,658,909.93,2023-10-16
44945,1976,333,711.77,2023-05-22
44946,6137,539,798.29,2023-01-09
44947,8022,626,553.16,2023-06-02
44948,4697,807,709.19,2023-04-24
44949,6027,622,769.26,2023-06-25
44950,5551,43,356.44,2023-02-01
44951,3469,528,493.65,2023-11-06
44952,3640,734,949.24,2023-07-14
44953,10293,435,567.85,2023-07-23
44954,3995,679,956.78,2023-08-22
44955,10976,466,102.74,2023-11-12
44956,3532,587,899.88,2023-10-11
44957,2229,961,669.77,2023-02-05
44958,8957,57,882.77,2023-09-07
44959,8793,477,980.31,2023-10-18
44960,10020,19,197.18,2023-10-31
44961,5194,393,475.19,2023-05-13
44962,1465,901,601.70,2023-09-07
44963,3002,174,768.13,2023-08-15
44964,1770,456,862.16,2023-03-24
44965,6647,960,62.45,2023-08-14
44966,10066,537,184.50,2023-11-15
44967,7797,175,680.72,2023-04-04
44968,8561,942,671.07,2023-09-16
44969,4747,698,964.99,2023-09-24
44970,7104,313,183.87,2023-03-29
44971,4166,206,394.03,2023-05-02
44972,6539,111,27.53,2023-11-22
44973,8287,924,312.43,2023-11-28
44974,1468,660,577.90,2023-01-26
44975,4947,948,6.12,2023-10-23
44976,8988,830,875.99,2023-03-26
44977,4006,599,440.60,2023-10-11
44978,5394,853,219.46,2023-08-04
44979,8063,19,388.36,2023-07-17
44980,9745,406,336.96,2023-12-28
44981,10915,915,899.06,2023-05-02
44982,3856,142,5.16,2023-06-21
44983,1177,886,325.07,2023-04-20
44984,2693,786,695.93,2023-01-02
44985,2434,243,701.51,2023-09-25
44986,8906,231,552.01,2023-06-06
44987,2505,249,761.61,2023-08-29
44988,2671,840,569.05,2023-04-22
44989,6060,884,69.60,2023-07-30
44990,6156,545,555.35,2023-07-01
44991,3324,691,907.40,2023-02-16
44992,6921,173,875.92,2023-07-24
44993,5761,458,647.38,2023-02-19
44994,8814,724,618.26,2023-05-15
44995,9597,686,132.26,2023-07-02
44996,10162,476,289.76,2023-05-17
44997,10811,137,193.84,2023-01-01
44998,8741,727,708.75,2023-01-28
44999,2990,187,615.53,2023-05-04
45000,10705,1000,511.48,2023-11-30
45001,4071,105,747.82,2023-09-25
45002,7698,475,924.78,2023-07-14
45003,1672,353,381.88,2023-02-08
45004,2743,929,997.24,2023-08-01
45005,6075,602,617.27,2023-03-31
45006,7429,642,620.82,2023-03-20
45007,9612,801,91.97,2023-02-27
45008,9025,944,159.84,2023-10-05
45009,4835,304,379.05,2023-12-22
45010,9138,682,292.81,2023-02-20
45011,5894,198,537.32,2023-04-02
45012,10220,695,99.39,2023-04-24
45013,2375,973,587.08,2023-01-07
45014,3135,781,402.67,2023-07-05
45015,10228,604,311.87,2023-03-18
45016,4592,764,761.90,2023-01-19
45017,10389,205,839.18,2023-08-21
45018,7414,933,539.29,2023-04-27
45019,9588,403,565.72,2023-06-13
45020,4685,33,763.60,2023-01-28
45021,3515,334,638.13,2023-07-26
45022,9587,669,454.25,2023-10-31
45023,6329,65,332.78,2023-11-02
45024,9446,948,600.93,2023-12-24
45025,2681,818,612.77,2023-04-27
45026,3562,87,220.53,2023-10-15
45027,1212,913,483.65,2023-06-19
45028,1176,222,952.72,2023-01-17
45029,9597,781,436.09,2023-10-03
45030,9317,804,302.07,2023-09-14
45031,10470,158,539.10,2023-02-22
45032,10430,44,280.94,2023-03-03
45033,9575,517,722.83,2023-06-09
45034,4379,988,24.66,2023-01-21
45035,3317,796,914.24,2023-12-29
45036,10730,417,547.11,2023-09-26
45037,7936,174,601.29,2023-01-15
45038,9401,930,428.58,2023-06-29
45039,1836,287,450.88,2023-04-11
45040,3898,176,40.28,2023-07-09
45041,6320,139,539.98,2023-12-20
45042,10282,310,293.25,2023-01-12
45043,7182,966,402.88,2023-05-31
45044,7389,466,378.45,2023-03-04
45045,2723,492,52.07,2023-05-27
45046,1854,794,456.77,2023-04-10
45047,7951,577,285.61,2023-01-08
45048,8497,277,505.02,2023-08-18
45049,7809,289,417.11,2023-03-13
45050,8703,18,463.05,2023-03-25
45051,2686,115,326.28,2023-03-12
45052,4209,343,966.27,2023-04-27
45053,7550,47,215.63,2023-04-18
45054,8046,5,583.61,2023-04-17
45055,9665,368,541.69,2023-05-17
45056,9534,208,880.06,2023-10-23
45057,10481,191,161.67,2023-01-04
45058,3112,298,451.73,2023-08-24
45059,5585,564,779.35,2023-12-07
45060,5382,995,392.00,2023-06-26
45061,1139,579,968.64,2023-11-15
45062,6387,722,523.58,2023-12-11
45063,4866,122,982.28,2023-03-26
45064,10693,281,468.35,2023-11-30
45065,2993,280,681.87,2023-04-02
45066,7637,147,343.52,2023-12-13
45067,3299,455,17.16,2023-03-13
45068,5857,122,44.27,2023-06-30
45069,8880,853,353.91,2023-06-09
45070,5037,223,691.33,2023-12-07
45071,7652,410,12.39,2023-01-23
45072,6962,240,812.32,2023-07-11
45073,6717,460,466.53,2023-02-21
45074,5101,55,493.50,2023-07-23
45075,5134,868,733.79,2023-05-14
45076,6083,688,523.28,2023-11-28
45077,6324,360,14.72,2023-04-24
45078,10794,522,136.95,2023-07-15
45079,4389,904,930.43,2023-07-11
45080,7123,580,699.56,2023-04-17
45081,6606,101,263.35,2023-10-02
45082,8276,674,175.79,2023-05-15
45083,5269,415,612.71,2023-12-08
45084,5092,379,678.96,2023-04-08
45085,2495,448,836.02,2023-06-26
45086,9159,103,524.75,2023-11-15
45087,2600,211,149.43,2023-01-16
45088,8159,176,38.24,2023-10-04
45089,9297,777,387.79,2023-10-25
45090,2340,713,300.87,2023-02-28
45091,6675,442,572.23,2023-01-31
45092,6275,840,222.70,2023-09-13
45093,8336,562,606.97,2023-10-30
45094,4264,866,42.97,2023-07-17
45095,10890,696,786.00,2023-05-29
45096,7799,279,327.00,2023-03-30
45097,2733,453,90.04,2023-03-03
45098,2767,338,559.16,2023-06-25
45099,8227,614,739.27,2023-06-29
45100,5854,254,394.96,2023-07-14
45101,8926,995,976.96,2023-02-03
45102,7777,176,714.48,2023-12-03
45103,8425,256,487.69,2023-01-08
45104,6973,386,104.78,2023-04-24
45105,1907,217,267.30,2023-08-02
45106,3152,458,311.80,2023-08-20
45107,4917,113,621.64,2023-01-05
45108,8648,435,159.17,2023-10-11
45109,3412,535,885.53,2023-09-06
45110,9506,585,587.83,2023-06-12
45111,6954,240,79.96,2023-03-16
45112,9574,377,138.52,2023-12-29
45113,9809,675,871.98,2023-07-05
45114,4176,886,726.62,2023-06-05
45115,8306,805,974.47,2023-12-24
45116,8403,198,828.54,2023-05-22
45117,6215,939,113.29,2023-10-29
45118,9690,529,895.76,2023-09-03
45119,2308,867,373.40,2023-02-06
45120,1979,102,828.12,2023-06-16
45121,7175,759,818.30,2023-11-21
45122,5185,959,369.62,2023-03-30
45123,7600,54,722.16,2023-05-04
45124,1715,114,629.63,2023-03-28
45125,8974,105,744.75,2023-11-28
45126,2555,433,759.71,2023-09-18
45127,1178,603,259.95,2023-12-23
45128,8009,942,733.83,2023-04-22
45129,4599,555,898.40,2023-01-04
45130,3974,989,446.09,2023-10-10
45131,3103,599,438.57,2023-11-23
45132,9290,818,581.42,2023-01-11
45133,7936,50,642.81,2023-03-26
45134,8386,365,303.29,2023-11-12
45135,5334,108,357.04,2023-02-23
45136,5731,958,925.65,2023-07-26
45137,9492,233,278.25,2023-12-14
45138,6560,526,159.53,2023-02-23
45139,6273,736,262.67,2023-08-26
45140,1282,820,295.29,2023-01-30
45141,1886,440,381.91,2023-01-06
45142,2767,315,780.89,2023-12-08
45143,6726,534,533.25,2023-03-16
45144,2424,194,704.82,2023-07-02
45145,4957,59,39.86,2023-10-10
45146,9674,912,943.99,2023-11-22
45147,8237,741,17.13,2023-03-25
45148,9230,989,223.13,2023-08-27
45149,6032,325,622.35,2023-05-30
45150,4718,805,837.02,2023-06-08
45151,4852,66,765.82,2023-05-19
45152,9524,220,926.88,2023-07-19
45153,2530,437,915.81,2023-10-01
45154,7287,101,539.83,2023-03-08
45155,2299,278,371.01,2023-09-18
45156,7579,768,840.74,2023-12-24
45157,3696,512,520.00,2023-08-09
45158,8552,251,890.28,2023-12-18
45159,10193,742,429.74,2023-02-07
45160,8734,935,994.97,2023-05-11
45161,6027,363,653.24,2023-03-07
45162,2276,989,153.19,2023-03-09
45163,4777,622,317.15,2023-11-25
45164,7279,795,482.70,2023-10-08
45165,3101,254,153.64,2023-10-26
